standtype,site,rep,distance,vertical,species,code,lifeform,status,lifecycle,Family
enhancement,ENH1,2,32,2,Centaurea melitensis,ceme,herb,nonnative,annual,Asteraceae
enhancement,ENH1,2,32,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,32,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,33,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,33,2,Elymus condensatus,elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,33,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,33,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,34,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,34,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,34,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,35,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,35,ground,n/a,moss,ground,ground,ground,ground
enhancement,ENH1,2,36,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,36,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,37,1,,d elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,37,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,38,1,,d elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,38,2,Elymus condensatus,elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,38,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,2,39,1,Claytonia perfoliata,Claytonia parviflora,herb,native,annual,Montiaceae
enhancement,ENH1,2,39,2,Elymus condensatus,elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,39,ground,n/a,moss,ground,ground,ground,ground
enhancement,ENH1,2,40,1,Stephanomeria virgata,stephano,herb,native,annual,Asteraceae
enhancement,ENH1,2,40,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,40,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,40,4,Elymus condensatus,elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,40,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,41,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,41,2,Elymus condensatus,elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,41,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,3,1,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,3,1,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,2,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,3,2,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,3,1,Erodium cicutarium,erci,herb,nonnative,annual,Geraniaceae
enhancement,ENH1,3,3,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,4,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,4,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,3,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,5,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,5,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,3,5,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,6,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,3,6,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,7,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,7,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,7,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,3,7,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,8,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,8,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,8,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,9,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,9,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,9,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,3,10,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,3,10,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,10,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,3,10,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,10,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,11,1,Hirschfeldia incana,hiin,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,3,11,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,11,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,12,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,12,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,12,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,13,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,13,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,13,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,14,1,Solanum xanti,SOXA,herb,native,perennial,Solanacaeae
enhancement,ENH1,3,14,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,14,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,15,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,15,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,15,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,16,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,16,2,Centaurea melitensis,ceme,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,16,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,16,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,17,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,17,2,,d ceme,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,17,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,17,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,18,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,18,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,18,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,18,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,19,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,19,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,19,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,20,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,20,2,Centaurea melitensis,ceme,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,20,3,,d mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,20,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,21,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,21,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,21,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,21,4,,MAFA dead,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,21,5,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,21,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,22,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,22,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,22,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,23,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,23,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,23,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,23,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,24,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,24,2,,d mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,24,3,Marah macrocarpa,mama,herb,native,perennial,Cucurbitaceae
enhancement,ENH1,3,24,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,25,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
enhancement,ENH1,3,25,2,,d mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,25,3,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
enhancement,ENH1,3,25,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,3,26,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,26,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
enhancement,ENH1,3,26,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,26,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,3,27,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
enhancement,ENH1,3,27,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,27,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,27,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,3,28,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,28,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,28,3,Eriodictyon crassifolium,ERCR,shrub,native,perennial,Namaceae
enhancement,ENH1,3,28,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,3,29,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,29,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,29,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,3,30,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,30,2,Centaurea melitensis,ceme,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,30,3,,d mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,30,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,30,5,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,30,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,3,31,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,31,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,31,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,32,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,32,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,33,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,33,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,33,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,34,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,34,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,34,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,35,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,35,2,Baccharis pilularis,BAPI,shrub,native,perennial,Asteraceae
enhancement,ENH1,3,35,3,,d ceme,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,35,4,Baccharis pilularis,BAPI,shrub,native,perennial,Asteraceae
enhancement,ENH1,3,35,5,Calochortus clavatus,Calochortus clavatus,herb,native,perennial,Liliaceae
enhancement,ENH1,3,35,6,,d mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,35,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,36,1,Galium porrigens,Galium porrigens,herb,native,perennial,Rubiaceae
enhancement,ENH1,3,36,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,36,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,36,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,37,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,37,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,38,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,3,38,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,38,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,3,39,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,39,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,3,40,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,3,40,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,40,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,3,40,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,3,41,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
enhancement,ENH1,3,41,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,3,41,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,1,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,1,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,2,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,2,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,3,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,3,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,4,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,5,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,5,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,6,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,6,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,7,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,8,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,8,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,9,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,9,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,10,1,,dead MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,10,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,11,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,11,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,11,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,12,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,12,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,12,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,13,1,Solanum xanti,SOXA,herb,native,perennial,Solanacaeae
enhancement,ENH2,4,13,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
enhancement,ENH2,4,13,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,14,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,14,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,15,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,15,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,16,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,16,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,17,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,17,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,18,1,,dead MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,18,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,18,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,19,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,19,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,19,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,19,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,20,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,20,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,20,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,21,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,21,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,21,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,22,1,Bromus madritensis,BRMA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,22,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,22,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,23,1,Bromus madritensis,BRMA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,23,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,23,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,24,1,Bromus madritensis,BRMA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,24,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,24,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,25,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,25,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,25,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,26,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,26,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,26,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,27,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,27,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,27,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,28,1,Acmispon glaber,ACGL,herb,native,annual,Fabaceae
enhancement,ENH2,4,28,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,28,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,29,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,29,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,29,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,30,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,30,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,30,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,31,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,31,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,31,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,32,1,,dead MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,4,32,2,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,32,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,33,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,33,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,33,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,34,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,34,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,34,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,35,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,35,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,36,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,36,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,37,2,Bromus madritensis,BRMA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,37,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,38,1,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
enhancement,ENH2,4,38,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,39,2,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,39,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,39,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,4,40,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,40,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,4,41,1,Lupinus spp.,Lupin,herb,native,annual,Fabaceae
enhancement,ENH2,4,41,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH2,4,41,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,5,1,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,1,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,5,2,1,,Brome spp.,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,2,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,5,3,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,3,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,5,4,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,4,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,5,5,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,5,2,,dd CEME,herb,nonnative,annual,Asteraceae
enhancement,ENH2,5,5,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,5,6,1,,Brome spp.,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,6,2,,dd AVENA,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,6,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,5,7,1,Bromus hordeaceus,BRHO,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,7,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,5,8,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,8,2,,dd CEME,herb,nonnative,annual,Asteraceae
enhancement,ENH2,5,8,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,5,9,1,,Brome spp.,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,9,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,5,10,1,,Brome spp.,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,10,2,,dd CEME,herb,nonnative,annual,Asteraceae
enhancement,ENH2,5,10,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,5,11,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,11,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,5,12,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,12,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,5,12,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH2,5,13,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH2,5,13,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,5,13,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,5,14,1,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
enhancement,ENH2,5,14,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH2,5,15,1,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
